Date,Product Category,Product Name,Store Name,Store Type,Year,Quarter,Month,Day,Sum of Year,Sum of Units Sold,Region,Sum of Profit,Sum of Revenue
2021-10-01 00:00:00,Sports & Outdoors,Splash Balls,JFK,Airport,2021,Qtr 4,October,1,2021,188,New York,188,1690.1200000000001
2021-10-01 00:00:00,Toys,Action Figure,Beverly Hills,Residential,2021,Qtr 4,October,1,2021,57,Los Angeles,342,911.4300000000001
2021-10-01 00:00:00,Toys,Animal Figures,Michigan Ave,Commercial,2021,Qtr 4,October,1,2021,106,Chicago,318,1376.94
2021-10-01 00:00:00,Toys,Dino Egg,Fifth Avenue,Commercial,2021,Qtr 4,October,1,2021,114,New York,114,1252.8600000000001
2021-10-02 00:00:00,Art & Crafts,Barrel O' Slime,Michigan Ave,Commercial,2021,Qtr 4,October,2,2021,88,Chicago,176,351.12
2021-10-02 00:00:00,Art & Crafts,PlayDoh Can,O'Hare,Airport,2021,Qtr 4,October,2,2021,450,Chicago,450.0000000000001,1345.5
2021-10-02 00:00:00,Electronics,Colorbuds,Hollywood,Commercial,2021,Qtr 4,October,2,2021,42,Los Angeles,336,629.58
2021-10-02 00:00:00,Electronics,Colorbuds,Times Square,Downtown,2021,Qtr 4,October,2,2021,173,New York,1384,2593.27
2021-10-02 00:00:00,Games,Glass Marbles,LAX,Airport,2021,Qtr 4,October,2,2021,94,Los Angeles,470,1033.06
2021-10-02 00:00:00,Toys,Action Figure,Lincoln Park,Residential,2021,Qtr 4,October,2,2021,120,Chicago,720,1918.8
2021-10-02 00:00:00,Toys,Animal Figures,Beverly Hills,Residential,2021,Qtr 4,October,2,2021,33,Los Angeles,99,428.67
2021-10-02 00:00:00,Toys,Dino Egg,Millenium,Downtown,2021,Qtr 4,October,2,2021,106,Chicago,106,1164.94
2021-10-02 00:00:00,Toys,Dinosaur Figures,Fifth Avenue,Commercial,2021,Qtr 4,October,2,2021,274,New York,1096,4107.26
2021-10-03 00:00:00,Art & Crafts,Barrel O' Slime,Beverly Hills,Residential,2021,Qtr 4,October,3,2021,79,Los Angeles,158,315.21000000000004
2021-10-03 00:00:00,Art & Crafts,Etch A Sketch,Fifth Avenue,Commercial,2021,Qtr 4,October,3,2021,20,New York,199.99999999999997,419.79999999999995
2021-10-03 00:00:00,Art & Crafts,PlayDoh Toolkit,O'Hare,Airport,2021,Qtr 4,October,3,2021,26,Chicago,26,129.74
2021-10-03 00:00:00,Electronics,Colorbuds,Michigan Ave,Commercial,2021,Qtr 4,October,3,2021,32,Chicago,256,479.68
2021-10-03 00:00:00,Sports & Outdoors,Dart Gun,Hollywood,Commercial,2021,Qtr 4,October,3,2021,17,Los Angeles,68,271.83
2021-10-03 00:00:00,Sports & Outdoors,Dart Gun,Times Square,Downtown,2021,Qtr 4,October,3,2021,71,New York,284,1135.29
2021-10-03 00:00:00,Toys,Animal Figures,Lincoln Park,Residential,2021,Qtr 4,October,3,2021,130,Chicago,390,1688.7
2021-10-03 00:00:00,Toys,Dinosaur Figures,Millenium,Downtown,2021,Qtr 4,October,3,2021,39,Chicago,156,584.61
2021-10-03 00:00:00,Toys,Hot Wheels 5-Pack,LAX,Airport,2021,Qtr 4,October,3,2021,9,Los Angeles,18,53.910000000000004
2021-10-04 00:00:00,Art & Crafts,Barrel O' Slime,Lincoln Park,Residential,2021,Qtr 4,October,4,2021,598,Chicago,1196,2386.02
2021-10-04 00:00:00,Art & Crafts,Etch A Sketch,Millenium,Downtown,2021,Qtr 4,October,4,2021,3,Chicago,29.999999999999993,62.97
2021-10-04 00:00:00,Art & Crafts,Kids Makeup Kit,LAX,Airport,2021,Qtr 4,October,4,2021,11,Los Angeles,65.99999999999999,219.89
2021-10-04 00:00:00,Art & Crafts,Playfoam,O'Hare,Airport,2021,Qtr 4,October,4,2021,54,Chicago,378,593.46
2021-10-04 00:00:00,Games,Chutes & Ladders,Beverly Hills,Residential,2021,Qtr 4,October,4,2021,18,Los Angeles,54,233.82
2021-10-04 00:00:00,Games,Deck Of Cards,Hollywood,Commercial,2021,Qtr 4,October,4,2021,141,Los Angeles,423,985.59
2021-10-04 00:00:00,Games,Deck Of Cards,Times Square,Downtown,2021,Qtr 4,October,4,2021,150,New York,450,1048.5
2021-10-04 00:00:00,Sports & Outdoors,Dart Gun,Michigan Ave,Commercial,2021,Qtr 4,October,4,2021,52,Chicago,208,831.48
2021-10-04 00:00:00,Sports & Outdoors,Foam Disk Launcher,Fifth Avenue,Commercial,2021,Qtr 4,October,4,2021,88,New York,264,1055.1200000000001
2021-10-05 00:00:00,Electronics,Gamer Headphones,Fifth Avenue,Commercial,2021,Qtr 4,October,5,2021,10,New York,59.999999999999986,209.89999999999998
2021-10-05 00:00:00,Games,Chutes & Ladders,Lincoln Park,Residential,2021,Qtr 4,October,5,2021,78,Chicago,234,1013.22
2021-10-05 00:00:00,Games,Classic Dominoes,Beverly Hills,Residential,2021,Qtr 4,October,5,2021,25,Los Angeles,50,249.75
2021-10-05 00:00:00,Games,Deck Of Cards,Michigan Ave,Commercial,2021,Qtr 4,October,5,2021,78,Chicago,234,545.22
2021-10-05 00:00:00,Games,Glass Marbles,Millenium,Downtown,2021,Qtr 4,October,5,2021,29,Chicago,145,318.71
2021-10-05 00:00:00,Games,Rubik's Cube,O'Hare,Airport,2021,Qtr 4,October,5,2021,122,Chicago,244,2438.7799999999997
2021-10-05 00:00:00,Toys,Dino Egg,Hollywood,Commercial,2021,Qtr 4,October,5,2021,66,Los Angeles,66,725.34
2021-10-05 00:00:00,Toys,Dino Egg,Times Square,Downtown,2021,Qtr 4,October,5,2021,39,New York,39,428.61
2021-10-05 00:00:00,Toys,Lego Bricks,LAX,Airport,2021,Qtr 4,October,5,2021,98,Los Angeles,490,3919.02
2021-10-06 00:00:00,Art & Crafts,Magic Sand,LAX,Airport,2021,Qtr 4,October,6,2021,147,Los Angeles,294,2350.53
2021-10-06 00:00:00,Electronics,Colorbuds,Beverly Hills,Residential,2021,Qtr 4,October,6,2021,106,Los Angeles,848,1588.94
2021-10-06 00:00:00,Electronics,Colorbuds,Lincoln Park,Residential,2021,Qtr 4,October,6,2021,52,Chicago,416,779.48
2021-10-06 00:00:00,Games,Glass Marbles,Fifth Avenue,Commercial,2021,Qtr 4,October,6,2021,10,New York,50,109.9
2021-10-06 00:00:00,Sports & Outdoors,Splash Balls,O'Hare,Airport,2021,Qtr 4,October,6,2021,200,Chicago,200,1798
2021-10-06 00:00:00,Toys,Dino Egg,Michigan Ave,Commercial,2021,Qtr 4,October,6,2021,212,Chicago,212,2329.88
2021-10-06 00:00:00,Toys,Dinosaur Figures,Hollywood,Commercial,2021,Qtr 4,October,6,2021,8,Los Angeles,32,119.92
2021-10-06 00:00:00,Toys,Dinosaur Figures,Times Square,Downtown,2021,Qtr 4,October,6,2021,56,New York,224,839.44
2021-10-06 00:00:00,Toys,Hot Wheels 5-Pack,Millenium,Downtown,2021,Qtr 4,October,6,2021,55,Chicago,110,329.45
2021-10-07 00:00:00,Art & Crafts,Etch A Sketch,Times Square,Downtown,2021,Qtr 4,October,7,2021,9,New York,89.99999999999999,188.91
2021-10-07 00:00:00,Electronics,Gamer Headphones,Hollywood,Commercial,2021,Qtr 4,October,7,2021,1,Los Angeles,5.999999999999998,20.99
2021-10-07 00:00:00,Games,Jenga,Millenium,Downtown,2021,Qtr 4,October,7,2021,2,Chicago,14,19.98
2021-10-07 00:00:00,Sports & Outdoors,Dart Gun,Beverly Hills,Residential,2021,Qtr 4,October,7,2021,6,Los Angeles,24,95.94
2021-10-07 00:00:00,Sports & Outdoors,Dart Gun,Lincoln Park,Residential,2021,Qtr 4,October,7,2021,64,Chicago,256,1023.36
2021-10-07 00:00:00,Sports & Outdoors,Mini Ping Pong Set,LAX,Airport,2021,Qtr 4,October,7,2021,14,Los Angeles,42,139.86
2021-10-07 00:00:00,Sports & Outdoors,Supersoaker Water Gun,O'Hare,Airport,2021,Qtr 4,October,7,2021,20,Chicago,60,299.8
2021-10-07 00:00:00,Toys,Dinosaur Figures,Michigan Ave,Commercial,2021,Qtr 4,October,7,2021,4,Chicago,16,59.96
2021-10-07 00:00:00,Toys,Hot Wheels 5-Pack,Fifth Avenue,Commercial,2021,Qtr 4,October,7,2021,70,New York,140,419.3
2021-10-08 00:00:00,Art & Crafts,Etch A Sketch,Michigan Ave,Commercial,2021,Qtr 4,October,8,2021,32,Chicago,319.99999999999994,671.68
2021-10-08 00:00:00,Art & Crafts,Kids Makeup Kit,Fifth Avenue,Commercial,2021,Qtr 4,October,8,2021,30,New York,179.99999999999994,599.6999999999999
2021-10-08 00:00:00,Art & Crafts,Kids Makeup Kit,Millenium,Downtown,2021,Qtr 4,October,8,2021,29,Chicago,173.99999999999994,579.7099999999999
2021-10-08 00:00:00,Electronics,Gamer Headphones,Times Square,Downtown,2021,Qtr 4,October,8,2021,5,New York,29.999999999999993,104.94999999999999
2021-10-08 00:00:00,Games,Deck Of Cards,Beverly Hills,Residential,2021,Qtr 4,October,8,2021,69,Los Angeles,207,482.31
2021-10-08 00:00:00,Games,Deck Of Cards,Lincoln Park,Residential,2021,Qtr 4,October,8,2021,32,Chicago,96,223.68
2021-10-08 00:00:00,Games,Glass Marbles,Hollywood,Commercial,2021,Qtr 4,October,8,2021,9,Los Angeles,45,98.91
2021-10-08 00:00:00,Sports & Outdoors,Nerf Gun,LAX,Airport,2021,Qtr 4,October,8,2021,19,Los Angeles,94.99999999999997,379.80999999999995
2021-10-08 00:00:00,Toys,Teddy Bear,O'Hare,Airport,2021,Qtr 4,October,8,2021,14,Chicago,28,181.86
2021-10-09 00:00:00,Art & Crafts,PlayDoh Can,LAX,Airport,2021,Qtr 4,October,9,2021,262,Los Angeles,262.00000000000006,783.3800000000001
2021-10-09 00:00:00,Electronics,Gamer Headphones,Michigan Ave,Commercial,2021,Qtr 4,October,9,2021,24,Chicago,143.99999999999994,503.76
2021-10-09 00:00:00,Electronics,Toy Robot,O'Hare,Airport,2021,Qtr 4,October,9,2021,10,Chicago,50,259.9
2021-10-09 00:00:00,Games,Glass Marbles,Times Square,Downtown,2021,Qtr 4,October,9,2021,47,New York,235,516.53
2021-10-09 00:00:00,Toys,Dino Egg,Beverly Hills,Residential,2021,Qtr 4,October,9,2021,91,Los Angeles,91,1000.09
2021-10-09 00:00:00,Toys,Dino Egg,Lincoln Park,Residential,2021,Qtr 4,October,9,2021,172,Chicago,172,1890.28
2021-10-09 00:00:00,Toys,Hot Wheels 5-Pack,Hollywood,Commercial,2021,Qtr 4,October,9,2021,38,Los Angeles,76,227.62
2021-10-09 00:00:00,Toys,Lego Bricks,Fifth Avenue,Commercial,2021,Qtr 4,October,9,2021,94,New York,470,3759.0600000000004
2021-10-09 00:00:00,Toys,Lego Bricks,Millenium,Downtown,2021,Qtr 4,October,9,2021,80,Chicago,400,3199.2000000000003
2021-10-10 00:00:00,Art & Crafts,Magic Sand,Fifth Avenue,Commercial,2021,Qtr 4,October,10,2021,162,New York,324,2590.38
2021-10-10 00:00:00,Art & Crafts,Magic Sand,Millenium,Downtown,2021,Qtr 4,October,10,2021,104,Chicago,208,1662.96
2021-10-10 00:00:00,Art & Crafts,PlayDoh Playset,LAX,Airport,2021,Qtr 4,October,10,2021,14,Los Angeles,56,349.85999999999996
2021-10-10 00:00:00,Games,Glass Marbles,Michigan Ave,Commercial,2021,Qtr 4,October,10,2021,36,Chicago,180,395.64
2021-10-10 00:00:00,Toys,Action Figure,JFK,Airport,2021,Qtr 4,October,10,2021,10,New York,60,159.9
2021-10-10 00:00:00,Toys,Dinosaur Figures,Beverly Hills,Residential,2021,Qtr 4,October,10,2021,23,Los Angeles,92,1000000
2021-10-10 00:00:00,Toys,Dinosaur Figures,Lincoln Park,Residential,2021,Qtr 4,October,10,2021,132,Chicago,528,1978.68
2021-10-10 00:00:00,Toys,Hot Wheels 5-Pack,Times Square,Downtown,2021,Qtr 4,October,10,2021,68,New York,136,407.32
2021-10-10 00:00:00,Toys,Lego Bricks,Hollywood,Commercial,2021,Qtr 4,October,10,2021,4,Los Angeles,20,159.96
2021-10-11 00:00:00,Art & Crafts,Barrel O' Slime,JFK,Airport,2021,Qtr 4,October,11,2021,90,New York,180,359.1
2021-10-11 00:00:00,Art & Crafts,Etch A Sketch,Beverly Hills,Residential,2021,Qtr 4,October,11,2021,18,Los Angeles,179.99999999999997,377.82
2021-10-11 00:00:00,Art & Crafts,Etch A Sketch,Lincoln Park,Residential,2021,Qtr 4,October,11,2021,8,Chicago,79.99999999999999,167.92
2021-10-11 00:00:00,Art & Crafts,Kids Makeup Kit,Times Square,Downtown,2021,Qtr 4,October,11,2021,21,New York,125.99999999999996,419.78999999999996
2021-10-11 00:00:00,Art & Crafts,Magic Sand,Hollywood,Commercial,2021,Qtr 4,October,11,2021,147,Los Angeles,294,2350.53
2021-10-11 00:00:00,Art & Crafts,PlayDoh Toolkit,LAX,Airport,2021,Qtr 4,October,11,2021,74,Los Angeles,74,369.26
2021-10-11 00:00:00,Sports & Outdoors,Mini Ping Pong Set,Millenium,Downtown,2021,Qtr 4,October,11,2021,69,Chicago,207,689.3100000000001
2021-10-11 00:00:00,Toys,Hot Wheels 5-Pack,Michigan Ave,Commercial,2021,Qtr 4,October,11,2021,8,Chicago,16,47.92
2021-10-11 00:00:00,Toys,Mr. Potatohead,Fifth Avenue,Commercial,2021,Qtr 4,October,11,2021,58,New York,290,579.42
2021-10-12 00:00:00,Art & Crafts,Kids Makeup Kit,Michigan Ave,Commercial,2021,Qtr 4,October,12,2021,24,Chicago,143.99999999999994,479.76
2021-10-12 00:00:00,Art & Crafts,Playfoam,LAX,Airport,2021,Qtr 4,October,12,2021,92,Los Angeles,644,1011.08
2021-10-12 00:00:00,Electronics,Colorbuds,JFK,Airport,2021,Qtr 4,October,12,2021,34,New York,272,509.66
2021-10-12 00:00:00,Games,Monopoly,Millenium,Downtown,2021,Qtr 4,October,12,2021,9,Chicago,53.999999999999986,179.91
2021-10-12 00:00:00,Sports & Outdoors,Foam Disk Launcher,Beverly Hills,Residential,2021,Qtr 4,October,12,2021,22,Los Angeles,66,263.78000000000003
2021-10-12 00:00:00,Sports & Outdoors,Foam Disk Launcher,Lincoln Park,Residential,2021,Qtr 4,October,12,2021,88,Chicago,264,1055.1200000000001
2021-10-12 00:00:00,Sports & Outdoors,Mini Ping Pong Set,Hollywood,Commercial,2021,Qtr 4,October,12,2021,5,Los Angeles,15,49.95
2021-10-12 00:00:00,Sports & Outdoors,Nerf Gun,Fifth Avenue,Commercial,2021,Qtr 4,October,12,2021,80,New York,399.9999999999999,1599.1999999999998
2021-10-12 00:00:00,Toys,Lego Bricks,Times Square,Downtown,2021,Qtr 4,October,12,2021,98,New York,490,3919.02
2021-10-13 00:00:00,Art & Crafts,Magic Sand,Times Square,Downtown,2021,Qtr 4,October,13,2021,164,New York,328,2622.36
2021-10-13 00:00:00,Art & Crafts,PlayDoh Can,Fifth Avenue,Commercial,2021,Qtr 4,October,13,2021,156,New York,156.00000000000003,466.44000000000005
2021-10-13 00:00:00,Electronics,Gamer Headphones,Beverly Hills,Residential,2021,Qtr 4,October,13,2021,11,Los Angeles,65.99999999999999,230.89
2021-10-13 00:00:00,Electronics,Gamer Headphones,Lincoln Park,Residential,2021,Qtr 4,October,13,2021,2,Chicago,11.999999999999996,41.98
2021-10-13 00:00:00,Games,Rubik's Cube,LAX,Airport,2021,Qtr 4,October,13,2021,94,Los Angeles,188,1879.06
2021-10-13 00:00:00,Sports & Outdoors,Dart Gun,JFK,Airport,2021,Qtr 4,October,13,2021,24,New York,96,383.76
2021-10-13 00:00:00,Toys,Lego Bricks,Michigan Ave,Commercial,2021,Qtr 4,October,13,2021,18,Chicago,90,719.82
2021-10-13 00:00:00,Toys,Mr. Potatohead,Hollywood,Commercial,2021,Qtr 4,October,13,2021,9,Los Angeles,45,89.91
2021-10-13 00:00:00,Toys,Mr. Potatohead,Millenium,Downtown,2021,Qtr 4,October,13,2021,21,Chicago,105,209.79
2021-10-14 00:00:00,Art & Crafts,Magic Sand,Michigan Ave,Commercial,2021,Qtr 4,October,14,2021,56,Chicago,112,895.44
2021-10-14 00:00:00,Art & Crafts,PlayDoh Playset,Fifth Avenue,Commercial,2021,Qtr 4,October,14,2021,46,New York,184,1149.54
2021-10-14 00:00:00,Games,Deck Of Cards,JFK,Airport,2021,Qtr 4,October,14,2021,234,New York,702,1635.66
2021-10-14 00:00:00,Games,Glass Marbles,Beverly Hills,Residential,2021,Qtr 4,October,14,2021,18,Los Angeles,90,197.82
2021-10-14 00:00:00,Games,Glass Marbles,Lincoln Park,Residential,2021,Qtr 4,October,14,2021,52,Chicago,260,571.48
2021-10-14 00:00:00,Sports & Outdoors,Mini Ping Pong Set,Times Square,Downtown,2021,Qtr 4,October,14,2021,51,New York,153,509.49
2021-10-14 00:00:00,Sports & Outdoors,Nerf Gun,Hollywood,Commercial,2021,Qtr 4,October,14,2021,15,Los Angeles,74.99999999999997,299.84999999999997
2021-10-14 00:00:00,Sports & Outdoors,Nerf Gun,Millenium,Downtown,2021,Qtr 4,October,14,2021,60,Chicago,299.9999999999999,1199.3999999999999
2021-10-14 00:00:00,Sports & Outdoors,Splash Balls,LAX,Airport,2021,Qtr 4,October,14,2021,30,Los Angeles,30,269.7
2021-10-15 00:00:00,Art & Crafts,PlayDoh Can,Hollywood,Commercial,2021,Qtr 4,October,15,2021,36,Los Angeles,36.00000000000001,107.64000000000001
2021-10-15 00:00:00,Art & Crafts,PlayDoh Can,Millenium,Downtown,2021,Qtr 4,October,15,2021,77,Chicago,77.00000000000001,230.23000000000002
2021-10-15 00:00:00,Art & Crafts,PlayDoh Toolkit,Fifth Avenue,Commercial,2021,Qtr 4,October,15,2021,32,New York,32,159.68
2021-10-15 00:00:00,Games,Monopoly,Times Square,Downtown,2021,Qtr 4,October,15,2021,12,New York,71.99999999999997,239.88
2021-10-15 00:00:00,Sports & Outdoors,Mini Ping Pong Set,Michigan Ave,Commercial,2021,Qtr 4,October,15,2021,30,Chicago,90,299.7
2021-10-15 00:00:00,Toys,Dino Egg,JFK,Airport,2021,Qtr 4,October,15,2021,78,New York,78,857.22
2021-10-15 00:00:00,Toys,Hot Wheels 5-Pack,Beverly Hills,Residential,2021,Qtr 4,October,15,2021,15,Los Angeles,30,89.85000000000001
2021-10-15 00:00:00,Toys,Hot Wheels 5-Pack,Lincoln Park,Residential,2021,Qtr 4,October,15,2021,44,Chicago,88,263.56
2021-10-15 00:00:00,Toys,Teddy Bear,LAX,Airport,2021,Qtr 4,October,15,2021,30,Los Angeles,60,389.7
2021-10-16 00:00:00,Art & Crafts,Etch A Sketch,JFK,Airport,2021,Qtr 4,October,16,2021,46,New York,459.99999999999994,965.54
2021-10-16 00:00:00,Art & Crafts,Kids Makeup Kit,Beverly Hills,Residential,2021,Qtr 4,October,16,2021,40,Los Angeles,239.99999999999994,799.5999999999999
2021-10-16 00:00:00,Art & Crafts,Kids Makeup Kit,Lincoln Park,Residential,2021,Qtr 4,October,16,2021,138,Chicago,827.9999999999998,2758.62
2021-10-16 00:00:00,Art & Crafts,PlayDoh Playset,Millenium,Downtown,2021,Qtr 4,October,16,2021,14,Chicago,56,349.85999999999996
2021-10-16 00:00:00,Art & Crafts,PlayDoh Toolkit,Hollywood,Commercial,2021,Qtr 4,October,16,2021,33,Los Angeles,33,164.67000000000002
2021-10-16 00:00:00,Art & Crafts,Playfoam,Fifth Avenue,Commercial,2021,Qtr 4,October,16,2021,288,New York,2016,3165.12
2021-10-16 00:00:00,Electronics,Toy Robot,LAX,Airport,2021,Qtr 4,October,16,2021,28,Los Angeles,140,727.7199999999999
2021-10-16 00:00:00,Toys,Mr. Potatohead,Michigan Ave,Commercial,2021,Qtr 4,October,16,2021,30,Chicago,150,299.7
2021-10-16 00:00:00,Toys,Mr. Potatohead,Times Square,Downtown,2021,Qtr 4,October,16,2021,17,New York,85,169.83
2021-10-17 00:00:00,Art & Crafts,Playfoam,Hollywood,Commercial,2021,Qtr 4,October,17,2021,48,Los Angeles,336,527.52
2021-10-17 00:00:00,Art & Crafts,Playfoam,Millenium,Downtown,2021,Qtr 4,October,17,2021,8,Chicago,56,87.92
2021-10-17 00:00:00,Sports & Outdoors,Foam Disk Launcher,JFK,Airport,2021,Qtr 4,October,17,2021,10,New York,30,119.9
2021-10-17 00:00:00,Sports & Outdoors,Nerf Gun,Michigan Ave,Commercial,2021,Qtr 4,October,17,2021,76,Chicago,379.9999999999999,1519.2399999999998
2021-10-17 00:00:00,Sports & Outdoors,Nerf Gun,Times Square,Downtown,2021,Qtr 4,October,17,2021,6,New York,29.99999999999999,119.94
2021-10-17 00:00:00,Toys,Action Figure,O'Hare,Airport,2021,Qtr 4,October,17,2021,48,Chicago,288,767.52
2021-10-17 00:00:00,Toys,Lego Bricks,Beverly Hills,Residential,2021,Qtr 4,October,17,2021,21,Los Angeles,105,839.7900000000001
2021-10-17 00:00:00,Toys,Lego Bricks,Lincoln Park,Residential,2021,Qtr 4,October,17,2021,50,Chicago,250,1999.5
2021-10-17 00:00:00,Toys,Plush Pony,Fifth Avenue,Commercial,2021,Qtr 4,October,17,2021,28,New York,307.99999999999994,559.7199999999999
2021-10-18 00:00:00,Art & Crafts,Magic Sand,Beverly Hills,Residential,2021,Qtr 4,October,18,2021,114,Los Angeles,228,1822.8600000000001
2021-10-18 00:00:00,Art & Crafts,Magic Sand,Lincoln Park,Residential,2021,Qtr 4,October,18,2021,226,Chicago,452,3613.7400000000002
2021-10-18 00:00:00,Art & Crafts,PlayDoh Can,Michigan Ave,Commercial,2021,Qtr 4,October,18,2021,124,Chicago,124.00000000000003,370.76000000000005
2021-10-18 00:00:00,Art & Crafts,PlayDoh Can,Times Square,Downtown,2021,Qtr 4,October,18,2021,263,New York,263.00000000000006,786.37
2021-10-18 00:00:00,Electronics,Gamer Headphones,JFK,Airport,2021,Qtr 4,October,18,2021,130,New York,779.9999999999998,2728.7
2021-10-18 00:00:00,Games,Rubik's Cube,Fifth Avenue,Commercial,2021,Qtr 4,October,18,2021,28,New York,56,559.7199999999999
2021-10-18 00:00:00,Games,Rubik's Cube,Millenium,Downtown,2021,Qtr 4,October,18,2021,62,Chicago,124,1239.3799999999999
2021-10-18 00:00:00,Toys,Animal Figures,O'Hare,Airport,2021,Qtr 4,October,18,2021,50,Chicago,150,649.5
2021-10-18 00:00:00,Toys,Plush Pony,Hollywood,Commercial,2021,Qtr 4,October,18,2021,8,Los Angeles,87.99999999999999,159.92
2021-10-19 00:00:00,Art & Crafts,Barrel O' Slime,O'Hare,Airport,2021,Qtr 4,October,19,2021,270,Chicago,540,1077.3
2021-10-19 00:00:00,Art & Crafts,PlayDoh Playset,Times Square,Downtown,2021,Qtr 4,October,19,2021,5,New York,20,124.94999999999999
2021-10-19 00:00:00,Art & Crafts,PlayDoh Toolkit,Michigan Ave,Commercial,2021,Qtr 4,October,19,2021,22,Chicago,22,109.78
2021-10-19 00:00:00,Games,Glass Marbles,JFK,Airport,2021,Qtr 4,October,19,2021,76,New York,380,835.24
2021-10-19 00:00:00,Games,Rubik's Cube,Hollywood,Commercial,2021,Qtr 4,October,19,2021,27,Los Angeles,54,539.7299999999999
2021-10-19 00:00:00,Sports & Outdoors,Mini Ping Pong Set,Beverly Hills,Residential,2021,Qtr 4,October,19,2021,55,Los Angeles,165,549.45
2021-10-19 00:00:00,Sports & Outdoors,Mini Ping Pong Set,Lincoln Park,Residential,2021,Qtr 4,October,19,2021,392,Chicago,1176,3916.08
2021-10-19 00:00:00,Sports & Outdoors,Splash Balls,Fifth Avenue,Commercial,2021,Qtr 4,October,19,2021,306,New York,306,2750.94
2021-10-19 00:00:00,Sports & Outdoors,Splash Balls,Millenium,Downtown,2021,Qtr 4,October,19,2021,69,Chicago,69,620.3100000000001
2021-10-20 00:00:00,Art & Crafts,PlayDoh Toolkit,Times Square,Downtown,2021,Qtr 4,October,20,2021,6,New York,6,29.94
2021-10-20 00:00:00,Art & Crafts,Playfoam,Michigan Ave,Commercial,2021,Qtr 4,October,20,2021,16,Chicago,112,175.84
2021-10-20 00:00:00,Electronics,Colorbuds,O'Hare,Airport,2021,Qtr 4,October,20,2021,122,Chicago,976,1828.78
2021-10-20 00:00:00,Games,Monopoly,Beverly Hills,Residential,2021,Qtr 4,October,20,2021,9,Los Angeles,53.999999999999986,179.91
2021-10-20 00:00:00,Games,Monopoly,Lincoln Park,Residential,2021,Qtr 4,October,20,2021,14,Chicago,83.99999999999997,279.85999999999996
2021-10-20 00:00:00,Sports & Outdoors,Splash Balls,Hollywood,Commercial,2021,Qtr 4,October,20,2021,49,Los Angeles,49,440.51
2021-10-20 00:00:00,Sports & Outdoors,Supersoaker Water Gun,Fifth Avenue,Commercial,2021,Qtr 4,October,20,2021,30,New York,90,449.7
2021-10-20 00:00:00,Toys,Hot Wheels 5-Pack,JFK,Airport,2021,Qtr 4,October,20,2021,96,New York,192,575.04
2021-10-20 00:00:00,Toys,Teddy Bear,Millenium,Downtown,2021,Qtr 4,October,20,2021,7,Chicago,14,90.93
2021-10-21 00:00:00,Art & Crafts,Kids Makeup Kit,JFK,Airport,2021,Qtr 4,October,21,2021,44,New York,263.99999999999994,879.56
2021-10-21 00:00:00,Art & Crafts,Playfoam,Times Square,Downtown,2021,Qtr 4,October,21,2021,85,New York,595,934.15
2021-10-21 00:00:00,Electronics,Toy Robot,Fifth Avenue,Commercial,2021,Qtr 4,October,21,2021,26,New York,130,675.74
2021-10-21 00:00:00,Electronics,Toy Robot,Millenium,Downtown,2021,Qtr 4,October,21,2021,21,Chicago,105,545.79
2021-10-21 00:00:00,Sports & Outdoors,Dart Gun,O'Hare,Airport,2021,Qtr 4,October,21,2021,102,Chicago,408,1630.98
2021-10-21 00:00:00,Toys,Action Figure,Times Square,Downtown,2021,Qtr 4,October,21,2021,64,New York,384,1023.36
2021-10-21 00:00:00,Toys,Mr. Potatohead,Beverly Hills,Residential,2021,Qtr 4,October,21,2021,17,Los Angeles,85,169.83
2021-10-21 00:00:00,Toys,Mr. Potatohead,Lincoln Park,Residential,2021,Qtr 4,October,21,2021,32,Chicago,160,319.68
2021-10-21 00:00:00,Toys,Plush Pony,Michigan Ave,Commercial,2021,Qtr 4,October,21,2021,6,Chicago,65.99999999999999,119.94
2021-10-22 00:00:00,Games,Deck Of Cards,O'Hare,Airport,2021,Qtr 4,October,22,2021,200,Chicago,600,1398
2021-10-22 00:00:00,Games,Rubik's Cube,Michigan Ave,Commercial,2021,Qtr 4,October,22,2021,20,Chicago,40,399.79999999999995
2021-10-22 00:00:00,Games,Rubik's Cube,Times Square,Downtown,2021,Qtr 4,October,22,2021,11,New York,22,219.89
2021-10-22 00:00:00,Sports & Outdoors,Nerf Gun,Beverly Hills,Residential,2021,Qtr 4,October,22,2021,67,Los Angeles,334.9999999999999,1339.33
2021-10-22 00:00:00,Sports & Outdoors,Nerf Gun,Lincoln Park,Residential,2021,Qtr 4,October,22,2021,96,Chicago,479.99999999999983,1919.04
2021-10-22 00:00:00,Toys,Action Figure,LAX,Airport,2021,Qtr 4,October,22,2021,13,Los Angeles,78,207.87
2021-10-22 00:00:00,Toys,Animal Figures,Times Square,Downtown,2021,Qtr 4,October,22,2021,66,New York,198,857.34
2021-10-22 00:00:00,Toys,Lego Bricks,JFK,Airport,2021,Qtr 4,October,22,2021,176,New York,880,7038.240000000001
2021-10-23 00:00:00,Art & Crafts,Barrel O' Slime,Times Square,Downtown,2021,Qtr 4,October,23,2021,177,New York,354,706.23
2021-10-23 00:00:00,Art & Crafts,Magic Sand,JFK,Airport,2021,Qtr 4,October,23,2021,84,New York,168,1343.16
